V1	V2
a45581b4-c223-4e1d-ab2c-7df996e8598b	1
69dc5db0-96d6-445d-a503-a5ea6e8ee4e9	1
af4039e3-880f-4885-b35c-8b5b1f912deb	1
b09c5f80-f5a1-4c4a-92c5-95c3eee091e8	1
b81fb0d7-830f-44b7-9f95-58a4fa4e2ad2	1
98bc0438-27e3-4a77-a926-499a22fda4ea	1
efe56ac4-6b50-4ce2-afcf-65687a5f23d6	1
2be9637c-652e-4274-9544-4ee432aa1bdd	1
865ab107-e082-4605-a042-f658ec8d9035	2
38017395-fca0-4760-8e5b-067c61a563b7	1
c5440858-efc9-4370-88a5-c79fe0393ca0	1
771c539f-7711-4561-9c22-e47a46ef6b47	1
06ae46ec-4f53-4a79-8e64-4b3f5e49b8c2	1
91b80c6a-ad21-4cbe-8ed7-8984303ec0c5	1
3120d987-2733-4258-8ed5-9e221105dcba	1
c822b0cd-e7c7-4d4c-840c-6118a2c85c01	1
54f679b5-1278-4ed2-88b3-48f740fdc072	1
0e65b131-18d8-471d-a48c-c826d38bc6d2	1
c76cabf0-a5ab-472e-900b-6a71f238f6e1	1
1cdec942-8d55-405f-b18e-90b65383c050	1
b40f6759-c687-4271-9e5f-9fe7b35735f6	1
424f9171-6d85-4374-a4c6-bbac629cb3a1	1
a36afe35-8cc8-4fc0-a29b-a8f67fba1688	2
efc0237c-245a-4d4a-b825-79c35f43c4be	1
57606f76-af99-426a-810f-afff2d6d0776	1
3af0bb76-3ed0-4ef7-91b5-f49eb53b6c0b	1
d8830f55-7bf9-4a6a-92ea-7da8a054e6cd	1
47572297-5198-4687-b2ad-78bf34313f71	1
f19bee30-ff72-4757-9334-3d672284f03f	2
dbf72746-15a8-4a31-b522-910995a5095c	1
16b58058-735a-4277-9268-135e6e898850	1
019cf509-b545-40dc-8353-59b232676027	1
f2f6c07f-8542-47fc-ae29-584bafb8c89e	1
43260c05-62cd-4c91-ad71-58fa3461e02d	1
bdf04ed4-7f33-4b9a-bd57-5663a2a78ea4	1
567c0dcc-3def-49a0-b836-958074421a4f	1
463b06fb-1fb4-4db5-bf19-a0013c884ae3	2
99beb4c5-128c-45d8-aa74-f4102f0279e9	1
ff367b10-7da6-4bd9-85e1-e5a0e427ee13	1
020dbfc0-4202-477c-90d0-d497228169cd	1
dc9b8253-1f5c-4ed2-91d3-94a49d1173ad	3
9a2a30f6-fa67-47d1-989f-148b0569316a	1
9987f80a-e7ee-4ae3-bc46-c412321cdfb7	2
7e34345c-09bc-4b06-b41e-f763520b7a7a	1
fac52068-3136-4272-a75d-a26a6b90e09d	1
1c6a2bd6-d5c9-454c-82d5-70f4a7ee64bd	1
357bf3f4-7c9e-4372-8bb0-6e9bd0aa52e0	1
ff5ac0c9-b929-48b3-979c-c2ffb74fb96a	2
d060efb0-81c2-46b5-9ff3-0bfe2b3ab39d	1
e71df208-0c7d-4eff-862b-9976c3af2e10	1
1908a49d-95cb-44a8-b7b2-d99f97d7c1ed	1
2c01d51c-035d-445c-9e71-1da5c108df3e	2
94999b7a-01da-487d-b12a-d35c7ca7428a	1
6ec0cbff-2299-4398-9359-2fb84fa47d16	2
c08b2825-9c33-4104-824b-9d1521172bed	1
77a41cb2-2758-4c04-88b9-393f9ac93298	2
f6d965fd-a164-4270-873b-910a9fa5f6d2	2
95402128-c1cf-4e39-bfb3-0057df34878d	1
adf6308a-77b6-475f-a1c4-5a9e33d48a6f	1
c0726e81-e13e-45bc-bd49-2b07cde3968e	1
0534ec21-e38b-45eb-8fbe-f28b8d38da02	1
e62407ba-3bf0-433b-9f16-fd4673451133	2
29f6a456-2223-4a93-ade9-985c6df7aadc	1
d6a0a36a-dde9-4c3a-8052-54434ef90beb	1
a4b22f89-01b7-4cd6-91d4-db748a4a3693	1
b2495fe6-f82e-4e70-9c26-c5b94d5a0571	1
fab8a691-a763-47a6-befa-6b744d570490	1
2bf6075a-30d0-43c5-928c-3674286478f1	1
40a19b15-bb09-43f1-aead-3c8edf30c783	1
5e3f95d4-17fe-4426-ad77-9b60fe37f781	1
f334f30e-5fcb-4964-854a-02df0d872aa8	1
a982350a-960c-47f1-8878-34b5502dba3e	1
08d1f446-814e-4e16-83e3-6dcdee0716f9	2
860097ae-01a2-4074-91f7-06d3974dbb63	1
792ac78d-8d80-41c1-af23-3788788c9fee	1
955c72ae-3cc3-4a4f-b5c6-baa073193621	1
53f38e14-0d57-46ac-8339-45a4adf38664	2
b184a42f-333d-49eb-a561-d36f43995a87	1
e23fb3ea-235b-4239-94b9-4709c65e7d11	4
2166d83d-0080-49e4-81ed-d6bfc9298b90	1
e5407261-0b59-4db5-be29-1ace3e2e2af0	2
dacb99b2-7a12-4d0c-9013-46574f3b9235	1
fa1802b6-91d3-4c7b-a575-c415ce01bdc0	1
2243677e-d69c-4a54-928b-13558e6979d6	1
2cf89563-0d9a-4e62-9497-fffc831f2cae	2
2ad53e7c-56ce-44cf-b1ff-b1ef9f20dbc1	2
feb0a36b-2145-4e65-ad5e-94c62823c31a	1
63600031-f261-436b-8ef2-ae306371c009	1
fc086bf9-4fc7-4c19-ba39-8150997ba428	1
17fd8502-61af-4135-a28c-0b875fbc29fe	1
9cac0b52-ec7e-4830-a307-26b77f5bc74f	1
ddab2b0c-8257-444e-b7fc-4952c9f39022	2
31366909-8d65-44f3-a6ac-4028392120a2	1
82bf22b8-0198-4fa3-8622-13b6c7bdf397	1
e6984ba9-4b08-4bef-a191-ba07909d1abe	1
8de76337-9ccf-4f82-9ece-9b6b80e41b9b	1
c3674ded-3e05-4c56-8b5b-103e297d9b21	1
517fc830-744a-430d-ba21-86f98297cedc	1
59780835-7061-42cb-ae83-eb7756f78f6d	1
233826bf-1366-4545-ae7c-450f931a10bc	2
a07cf50c-e57d-4ff5-9918-dd465cef67e1	1
e5da08ad-6cc6-48e5-899a-aa835dc8b8af	2
28d23186-9cbe-4933-a76f-695d234119a0	1
474b63e1-29c5-4925-b1e7-727958c9c9a3	1
c493d209-b4d5-493b-971d-055b2ed7a213	1
8412be1b-9049-4c5f-a90e-44cf27be27ca	1
0df75cde-54df-4ff1-a242-771ae4a787be	1
8425fd98-27bb-43da-bb87-86e8b336e7fb	1
287fd17b-5a08-415e-bc2f-a84d77cb9c9d	2
df632bd6-fa86-4b16-8c84-da3527148533	2
2d6d769f-25fb-4ce0-8e2b-cee44f52eed5	1
0e4d8064-7c2e-4083-be20-0875b19d8328	1
cc1e09f7-15cf-4a62-809f-c5cec106be3b	1
09e50e5e-cae7-429e-8c99-f4a865307614	1
cd6d3d37-c9ca-4098-8959-170502daa4e8	1
e34c847d-2879-4a90-b0b5-b1097a26e460	1
bbcbeb48-ee36-4c35-82fd-9e892e3bf13d	1
b5f600f7-3c4f-4142-8858-c8a5c0693c9c	1
8cd5967f-056f-4aa8-b3b8-6dc6e0a5a750	1
ffa835ff-4777-4ee5-a530-e8a5e89b334e	1
feeeb640-3843-49b8-91f1-2409a50aa108	1
957af5a4-9c23-4cb4-ad5c-cfe1fa96eac1	1
98f7f705-1e49-4d2b-a033-e12e1a351868	1
57653009-d739-4129-b3e6-0cb31de2d558	2
e326dab5-045c-4721-a790-47c81f7ec333	1
143404be-d9a3-40c6-ae7d-d9c97a9647fa	1
1eb5433a-749c-42e0-a721-5b0164b39245	1
de38de73-e31d-4f4e-80d5-9cb31183fc9e	1
57ff4764-1e95-4596-b794-f458a43f47fb	2
576a429e-08c8-45ce-bef3-d1dddb6f8a2b	1
911d1a6d-73af-4eec-9641-eec5eb29f4d3	1
d65321bf-48e6-47de-962e-c0e4d7d13ac4	1
ce0bef16-ec74-45c6-8de0-ebd4a0d204da	1
a9588084-4005-484b-8b5d-45137d30776c	3
841b2dd8-1dd8-4708-87e9-65dc824334ef	1
ffa0253a-d0c5-4f53-8818-a2146e1d049c	1
6e8de31f-d090-4c78-87e1-f40da7be6c37	1
27c79f5a-f096-474e-81a3-4a171999bf8e	1
8ccd2f5f-1a61-45b2-a737-4df06b6255ff	1
110fcec1-5046-43d5-9847-9d33723f0236	2
3d05ecbb-0035-4b5d-9583-f0ed0b7291f2	1
2ffde269-7140-4af6-9f75-a9fb6bd36b62	1
952ab7a1-ca67-4880-b0fa-5cb1e72c3e63	1
14b2022d-87e5-425d-b113-72cb4e801e84	2
af46b255-ac33-4515-b2b6-fa8fdad3f80a	1
b1a8c774-b04d-4054-89cc-af950a8bc908	1
ebf92ca8-deb7-4900-bd6a-4778e77ce46e	1
04bcec9d-a558-44fd-b1ce-491046c7a904	1
4aaca1e3-6a7d-43c0-be5c-d778439fdb55	1
d442b838-a856-4290-83a8-7241fddb5306	1
9e8841ea-8860-4c8e-8b7b-2632eab330fd	2
dfddc585-196c-49b6-9f7c-7ebc0fdeb021	1
449b4b89-4497-43a9-8497-05c4e61e9bb9	1
bcedfc4a-3022-48fb-b414-aa3e5dc2a305	1
d1161df9-79e4-4518-93d4-560cdc11826c	1
47574745-d155-4bbf-b645-24ce46760c59	1
8c05c334-8182-4075-90e9-edc0714054c6	1
db8162c6-76ba-4d3a-8f65-8aff1d37fd57	1
966d6559-9e61-4f89-99a9-7e3fae1da58c	1
089d5746-4528-423f-bf9f-48afc2a5aff5	1
687f1f01-8541-4d9c-a091-8b55a9b8624c	2
4d51a8c1-b4b5-41dc-a8e2-1f6802b52eb2	1
ff2fb247-bb43-4c87-af01-2ee165bf05f0	1
926a3aab-2571-4790-a294-6ffa90c8db79	1
863130e4-a20c-45ab-b179-85fd0d332f4f	1
b770ec61-7d72-478e-8760-bdbdcdc9208f	2
1fb861e9-13a6-4093-af9d-6088f3f523f8	1
1a780a14-e74b-4a51-a0f1-4dacf6f53e97	1
592a9222-0b3b-473e-9bc1-38af32802c92	2
f17c0ab7-e5b5-42e0-90c2-2c7724bf98c3	1
96100365-2f1d-4ead-8406-9f0e41e05b9a	1
91f90fec-aa5f-4aca-9cf9-a4db1f69542f	1
79414e4a-899f-4b52-b3b8-d8610cf464ea	2
854177e1-a934-4f03-a0d2-c27b33d05559	1
ca9732c6-9ffb-4d25-a578-5e8a61c7941c	1
65f9836d-e991-45e4-adf9-7721a6935ddb	1
834c52b5-8694-4f43-8b7d-13754313b737	1
37378596-31a8-4253-b115-b23cd26e92fb	1
24b16509-6d03-4bfb-ab64-1fb859e0e00b	1
b07601a4-f923-44f1-8247-a0fe3b66c47f	1
85661bb1-61f8-4280-88bd-4040d41462cc	1
99d1e5a7-6f31-4602-b56f-a3646b5ba0cb	1
de9127a4-0db5-4957-82b8-9aa3836d4920	1
79332475-a2c7-4677-98a9-b7fa8cdbf402	1
ea363171-4035-4751-8b76-0ab69d024f26	1
8e288c3d-02b3-4e98-8370-3675d90d1d05	2
8ae09f60-7e5e-4462-b75b-75066a44be26	1
4fa69222-7f60-4507-9a62-753786ec14ae	1
603cf3fe-40e9-47ea-b471-ceb28e70c3e1	1
3c21ffae-bb93-4fb1-a279-437c56779b83	1
98186938-79e4-4ffe-a1af-6c0690d32790	1
1480a497-d373-42d4-8945-e122e113ae49	1
b214a395-3273-4087-bbf6-f8953f8deaef	1
50235656-8073-4af2-a52c-5e64bf32aa74	1
c6f4fe42-6822-4209-92aa-0e9ce95075a8	1
4b81ef85-5604-4d83-b6a4-a7b90068599e	1
be22cc0d-1ab9-4b7a-a788-247b4c5f08c5	1
91bf8429-d7ef-4ca8-856b-d66ad8ef2211	1
7de7ab9b-2760-43d7-b23b-daf016f209c5	1
228d7577-3aee-4c81-8f8d-ae531c733734	1
b38e8cce-96b6-433e-a17c-365ed6229bc9	1
89c38ac1-de05-400c-9583-4beb2464f66d	1
259c843f-d43f-4ae9-994d-e312412228b5	2
656702eb-b885-4981-a9dc-276aaef32263	1
55879cd2-6997-439e-abd3-190cd00be975	1
4bcf9c6c-0021-4633-97bd-0334764fcbae	1
f59535a0-21c1-40f3-ab94-bf98a647499f	2
b87328e4-acd3-4460-9884-670817b22b69	1
2b120207-27d6-4cb2-9ea7-896891a190ce	1
76451681-54d5-46e5-82ea-4211371760e9	1
2844144e-09cc-42d1-9be5-33aeffb73c94	1
4f3bf334-d4cb-4a75-872e-d07686b8b30c	1
dff936f4-e639-42aa-8d4b-e2ea6c561d32	1
efc41401-4100-4ab1-8cc3-cd0c005ffc60	1
48944d3a-5cef-4613-b2c1-336ebb0068bc	1
0c49e0cf-3f18-46eb-b573-82bc5c6b1b71	2
42536055-ea8c-4625-a818-90068666a4af	1
1a9a8d76-c937-46cb-9c92-0625aebbe1eb	1
e11a128e-35f5-4058-bc7f-89a123b57246	1
8596bbb9-daa9-4fba-95a2-4958217b40fa	2
586b1f3e-a9cf-4b61-82a6-570ee0a5bac4	2
5f000a65-c482-4b60-aa86-588e97c87195	1
ef716423-1102-4c74-95ed-8630e5edddb5	1
b7518137-67ea-46aa-9203-4c664c12d5a2	1
577964c4-09ee-44f2-b166-050366545b86	1
e9d9d559-8743-4ea3-b86b-6047aecea018	1
03619a2b-1afe-41ea-ac39-1ee6877495b7	1
995b428f-3c93-4f81-8f76-986a7da2b96f	1
4d2f4afa-bd88-4ca0-b748-0011e9963ef5	2
ca0d9eb7-a700-466d-9ffb-8f3a0d2dcbd5	2
e6bef69a-7971-4a0c-bd5d-7dfa8776ac9b	2
8a7415e0-8bec-4cea-b792-e42f6f691eba	1
abc4450c-87c3-42e6-bb1c-b8ec091adec4	2
7d33d1c5-4771-4d2e-bef6-24012035b6f7	1
1802296b-2206-4785-af3b-621a63f356c6	1
5dbde719-7ffe-4b34-abe1-a6fdf0c65569	1
d5db7346-32c2-4003-afa1-1c86daee62d2	1
badfa3b3-0a0a-4f5f-ac1c-f693aa772bd9	1
96b253d4-1c46-488c-8a1e-307fb1146f77	1
6482ae41-7429-41e9-8d4e-e65425e3442c	1
e681a15b-8feb-4c5a-a6bc-806e0246bb84	1
fc09d32c-0e4e-40f1-840c-7ae076d0f05b	1
e414028d-40a0-4e1b-a349-3e1b8dc39ae9	1
c689b5a3-7b16-4427-bfdb-f715c6b63fde	2
84498ad6-2542-4cd3-9b3e-ec042093dc55	1
5cf8036a-be6b-4cc5-9737-ece33414deb9	2
006357b1-698c-4cca-add0-e59dd8ae8556	1
c985aacd-e4c0-408d-9b9a-b6fc0df9de4f	1
f4b9b8c0-8405-415f-8991-6c77775720e4	1
847d6f00-406f-4364-8f39-bbeaf1e78fea	1
17e42936-0ebf-4280-84e8-4fc320254b2b	1
198c7cbd-8fe1-4e1d-b326-090613991803	1
3a67a1c0-8481-4f9e-b741-78b023419631	1
b0e986e4-d801-402b-8109-8c8c201373bb	2
8814b5b0-7d54-441d-b708-ee624315ee10	1
5163a43b-62ff-46b9-a4ca-00cf26bf3049	2
da7e744a-da53-4300-aba1-f95a3cd4b947	1
29f6ebbb-0762-489e-b50d-21ec90fe8162	1
3d9b2896-77ba-458a-89b4-27eb806f17d6	1
7bb55c0b-067d-449e-9fc3-93e034f60b54	1
d648f18b-0109-4425-ac29-a18503cc9437	1
98bff043-89fe-4446-9790-0999d6fd9777	1
1ad9ef3e-4a3f-41e8-8353-1a686011c779	1
b245720f-ffc5-4e30-8b9d-45891bd16133	1
dc4ec4a3-139e-4c2f-a61d-3d6e691fd393	1
016227e4-62a7-48d6-b6d0-71fb6a185b64	1
1e1e823f-cfd1-4e95-a7d2-60cdca2fa0fd	1
1b95fc54-4cfe-4d30-a713-0558b9e2b381	1
c9127f8b-9fce-4687-a8ec-c8e4fbfae56d	1
0c2dead3-1422-4ce5-aeaa-be5a157e0f52	1
446866df-84c7-4a3c-86ac-e724b7fd9fc8	1
294f8776-74de-47b4-a782-35c1201e3ab2	1
962d8917-9539-40a3-b698-a93b78147f5b	1
540f8cc9-d89d-4fd6-8645-b06af3a18bf3	1
c578c0e5-bb27-4374-9312-1767c3d228bd	2
9ef50fe2-1b8c-45d2-9c2f-dd07143ee003	1
